carat	cut	color	clarity	depth	table	price	x	y	z
1.03	Ideal	E	VS1	59.5	57.0	7477	6.6	6.62	3.93
2.0	Premium	J	VS2	60.8	62.0	13162	8.12	8.09	4.93
0.43	Ideal	I	IF	62.0	55.0	1056	4.83	4.85	3.0
0.36	Ideal	D	SI1	62.7	57.0	851	4.59	4.54	2.86
1.57	Ideal	G	SI1	61.8	55.0	11702	7.49	7.43	4.61
0.79	Ideal	G	VVS2	62.1	56.0	3760	5.89	5.93	3.67
0.26	Premium	E	VVS1	61.7	59.0	599	4.1	4.14	2.54
0.31	Premium	I	SI1	60.7	60.0	523	4.37	4.33	2.64
1.09	Ideal	H	VS2	61.3	56.0	6288	6.57	6.63	4.05
0.51	Premium	G	SI2	60.8	59.0	1052	5.2	5.19	3.16
1.23	Ideal	H	I1	61.8	56.0	4098	6.91	6.85	4.25
1.01	Good	E	VS2	60.8	63.0	6250	6.44	6.46	3.92
1.5	Very Good	G	VVS1	63.3	58.0	14842	7.19	7.27	4.58
0.5	Ideal	E	SI1	61.5	57.0	1700	5.08	5.1	3.13
0.31	Ideal	E	VVS2	60.4	61.0	710	4.37	4.44	2.66
0.3	Ideal	G	VVS1	62.0	58.0	764	4.28	4.3	2.66
1.21	Very Good	F	SI1	60.2	60.0	7877	6.92	6.96	4.18
0.9	Very Good	E	SI2	59.4	58.0	3872	6.31	6.35	3.76
2.06	Premium	I	SI1	60.9	61.0	14488	8.32	8.16	4.99
0.55	Ideal	E	SI1	60.1	57.0	1621	5.36	5.38	3.22
0.52	Ideal	D	SI1	61.8	56.0	1605	5.18	5.15	3.19
0.3	Fair	G	VVS1	58.6	66.0	790	4.36	4.41	2.57
0.9	Ideal	E	SI1	61.7	57.0	4940	6.21	6.24	3.84
0.4	Ideal	E	VS2	62.4	56.0	975	4.74	4.71	2.95
0.31	Premium	H	VVS1	60.6	59.0	907	4.38	4.36	2.65
0.54	Ideal	H	VVS2	61.6	56.0	1639	5.24	5.27	3.24
0.85	Ideal	E	VS2	59.3	57.0	3924	6.19	6.22	3.68
0.53	Ideal	I	SI1	61.6	56.6	1127	5.19	5.21	3.21
0.31	Ideal	G	IF	62.8	56.0	786	4.34	4.39	2.74
0.5	Very Good	H	IF	61.0	60.0	1799	5.08	5.12	3.11
0.3	Premium	G	VVS2	61.9	59.0	684	4.25	4.28	2.64
0.52	Very Good	G	VS1	62.4	60.0	1689	5.11	5.12	3.19
2.02	Ideal	J	SI1	59.8	60.0	12713	8.21	8.16	4.9
0.35	Ideal	E	VVS1	62.0	56.0	1044	4.51	4.58	2.82
1.02	Ideal	H	VVS2	62.1	56.0	6797	6.5	6.45	4.02
0.32	Ideal	D	VS2	61.5	56.0	972	4.44	4.41	2.72
0.65	Ideal	G	IF	60.1	57.0	3536	5.61	5.65	3.38
0.97	Very Good	F	SI2	62.9	57.0	4223	6.28	6.31	3.96
0.3	Ideal	D	VVS1	61.6	56.0	912	4.33	4.37	2.68
0.3	Ideal	D	VS2	61.7	55.0	911	4.36	4.33	2.68
0.71	Premium	D	VVS1	59.7	59.0	4482	5.81	5.88	3.49
1.2	Ideal	I	SI1	61.8	56.0	5412	6.77	6.8	4.19
0.33	Ideal	G	VS1	62.3	54.0	666	4.45	4.48	2.78
1.16	Ideal	E	SI2	59.9	57.0	5093	6.82	6.8	4.08
0.42	Premium	F	VS1	61.9	55.0	1103	4.82	4.78	2.97
0.62	Ideal	E	VS2	61.9	57.0	2260	5.47	5.44	3.38
0.6	Ideal	E	VVS1	62.0	53.7	3082	5.4	5.44	3.36
0.96	Premium	E	SI2	60.4	56.0	2961	6.32	6.23	3.79
0.36	Ideal	E	SI1	61.9	56.0	631	4.53	4.58	2.82
0.56	Ideal	G	IF	61.8	54.0	2298	5.31	5.33	3.29
1.52	Good	G	SI1	64.4	59.0	9368	7.18	7.25	4.65
0.58	Very Good	F	VVS2	62.6	56.0	2189	5.37	5.27	3.33
0.32	Ideal	E	VS2	61.8	54.0	768	4.43	4.4	2.73
0.3	Ideal	E	SI2	62.0	54.0	401	4.33	4.35	2.69
0.73	Ideal	J	VS1	62.0	53.0	2121	5.78	5.82	3.6
1.14	Ideal	H	SI1	61.6	57.0	5146	6.68	6.73	4.13
0.32	Very Good	H	VVS1	62.9	57.0	730	4.33	4.38	2.74
1.05	Ideal	J	VS1	62.8	57.0	4116	6.45	6.41	4.04
0.27	Very Good	F	VVS2	60.1	58.0	620	4.17	4.22	2.52
0.32	Premium	G	SI1	62.6	58.0	477	4.35	4.37	2.73
0.4	Ideal	G	SI1	61.0	55.0	855	4.76	4.81	2.92
1.51	Good	H	VS2	63.6	61.0	8904	7.08	7.03	4.49
0.5	Good	E	VS2	64.1	58.0	1397	5.03	5.01	3.22
0.4	Premium	F	VS2	60.7	60.0	1080	4.8	4.75	2.9
1.16	Ideal	H	SI2	62.2	55.7	5260	6.68	6.74	4.18
1.07	Ideal	E	SI1	61.4	55.0	6561	6.57	6.62	4.05
1.5	Premium	I	SI1	58.6	62.0	8190	7.46	7.43	4.36
0.71	Very Good	I	SI2	62.2	58.0	1902	5.61	5.7	3.52
0.31	Good	F	VS2	63.7	59.0	749	4.31	4.26	2.73
0.71	Very Good	H	SI2	63.7	56.0	1972	5.62	5.65	3.59
1.73	Very Good	J	VS2	60.9	59.0	9510	7.72	7.76	4.71
1.32	Very Good	I	VS1	63.5	58.0	6793	6.89	6.94	4.39
0.73	Premium	H	VS1	61.7	58.0	2468	5.75	5.72	3.54
1.21	Ideal	E	VS1	62.2	57.0	8348	6.83	6.8	4.24
0.7	Ideal	F	VVS1	62.4	55.0	4341	5.65	5.69	3.54
0.3	Fair	F	VS1	61.7	66.0	593	4.25	4.31	2.64
0.35	Premium	F	VS2	61.1	62.0	906	4.54	4.5	2.76
0.42	Ideal	D	VVS1	61.8	56.0	1547	4.79	4.82	2.97
1.01	Ideal	E	SI2	61.5	55.0	5437	6.44	6.51	3.98
1.59	Ideal	H	VS1	61.8	57.0	12157	7.49	7.42	4.61
0.9	Good	F	SI2	64.3	57.0	3210	6.16	6.06	3.93
0.3	Ideal	H	VVS1	61.4	56.0	665	4.32	4.35	2.66
0.32	Ideal	E	VVS1	61.3	57.0	1020	4.43	4.38	2.7
0.4	Good	D	SI1	63.5	55.0	720	4.67	4.72	2.98
1.25	Very Good	F	SI1	61.4	56.0	7956	6.91	6.94	4.25
1.01	Very Good	F	SI2	62.5	58.0	4690	6.39	6.41	4.0
1.08	Very Good	D	VS1	60.2	58.0	9168	6.61	6.67	4.0
0.28	Very Good	E	VVS2	62.0	56.0	544	4.22	4.3	2.63
1.31	Very Good	J	SI1	62.5	55.0	5382	6.97	7.05	4.38
0.51	Ideal	D	VS1	62.2	55.0	1810	5.15	5.17	3.21
1.0	Premium	H	SI2	61.0	60.0	3472	6.42	6.36	3.9
0.39	Good	F	SI1	63.3	54.0	718	4.62	4.67	2.94
1.53	Premium	G	VVS2	62.5	60.0	15505	7.34	7.31	4.58
1.05	Ideal	G	VS1	62.5	56.0	7037	6.48	6.54	4.07
0.76	Very Good	H	SI1	61.4	57.0	2557	5.89	5.94	3.63
0.57	Ideal	G	VS2	60.2	59.0	1642	5.38	5.42	3.25
1.3	Premium	I	IF	61.8	58.0	7760	7.0	6.95	4.31
0.44	Premium	F	VS2	61.1	62.0	1018	4.98	4.92	3.03
0.3	Good	I	VS1	63.7	58.0	608	4.25	4.23	2.7
0.7	Premium	D	SI2	59.3	59.0	2562	5.79	5.74	3.42
1.22	Ideal	G	VVS1	61.1	56.0	10888	6.91	6.94	4.23
0.38	Ideal	E	VS1	62.2	54.1	1133	4.63	4.65	2.89
0.32	Good	D	SI2	63.9	58.0	612	4.33	4.31	2.76
1.52	Premium	E	VS1	60.1	59.0	16187	7.49	7.45	4.49
1.01	Ideal	F	VS1	61.7	56.0	8552	6.48	6.45	3.99
0.55	Ideal	G	VS1	61.5	57.0	1856	5.28	5.23	3.23
1.21	Premium	G	VS1	62.7	58.0	8456	6.79	6.74	4.24
0.28	Ideal	E	VVS2	62.1	56.0	646	4.19	4.21	2.61
0.41	Ideal	F	SI1	61.4	57.0	753	4.76	4.79	2.93
0.55	Premium	E	VS2	58.1	62.0	1708	5.46	5.38	3.15
1.53	Ideal	F	SI1	62.6	55.0	12415	7.39	7.37	4.62
1.15	Premium	H	SI1	60.2	60.0	4772	6.87	6.78	4.11
0.32	Ideal	I	VVS2	61.7	56.0	540	4.4	4.42	2.72
0.3	Premium	E	SI1	62.5	60.0	675	4.27	4.24	2.66
0.76	Ideal	F	VS1	62.2	56.0	3680	5.83	5.87	3.64
0.91	Premium	H	SI1	61.4	56.0	2763	6.09	5.97	3.7
0.32	Premium	G	VS2	62.4	59.0	720	4.36	4.33	2.71
0.72	Ideal	G	VS2	61.4	55.0	2952	5.76	5.8	3.55
1.06	Ideal	F	SI1	62.1	57.0	5655	6.51	6.53	4.05
0.3	Ideal	H	SI1	62.9	57.0	540	4.29	4.26	2.69
1.01	Good	F	SI1	64.2	58.0	4339	6.24	6.29	4.02
0.52	Ideal	J	SI1	62.0	54.0	930	5.15	5.18	3.2
1.01	Good	F	SI2	63.6	59.0	4072	6.38	6.34	4.04
0.32	Ideal	G	SI1	60.8	56.0	612	4.48	4.44	2.71
1.02	Premium	D	SI2	61.5	56.0	4718	6.51	6.47	3.99
0.7	Ideal	J	SI1	60.3	57.0	2096	5.75	5.79	3.48
0.55	Premium	D	SI1	61.6	56.0	1698	5.28	5.24	3.24
1.75	Premium	E	SI2	60.9	59.0	12238	7.78	7.75	4.73
1.05	Ideal	H	SI2	61.8	58.0	4604	6.52	6.55	4.04
1.2	Premium	E	VVS1	60.2	60.0	13321	6.84	6.97	4.16
0.79	Premium	E	SI2	61.0	58.0	2868	5.96	5.9	3.62
1.0	Good	E	SI1	61.6	62.0	5784	6.35	6.42	3.93
1.21	Ideal	H	VS2	62.2	55.0	5882	6.84	6.79	4.24
0.74	Ideal	D	SI1	62.2	57.0	2655	5.81	5.77	3.6
1.14	Ideal	G	VVS1	61.1	58.0	10933	6.74	6.77	4.13
0.71	Premium	F	SI2	60.6	58.0	2363	5.77	5.72	3.48
1.5	Fair	H	VVS2	65.8	57.0	7476	7.19	7.15	4.72
1.09	Premium	H	SI2	62.5	58.0	4639	6.61	6.55	4.11
1.6	Ideal	G	VS1	62.0	57.0	9856	7.47	7.43	4.62
0.71	Ideal	I	VVS1	61.4	56.0	2606	5.73	5.76	3.53
1.52	Very Good	H	SI2	63.1	55.0	7600	7.36	7.28	4.62
2.35	Premium	H	SI1	62.6	60.0	17999	8.42	8.38	5.26
0.74	Ideal	J	SI1	61.7	56.0	1963	5.81	5.85	3.6
2.11	Premium	G	SI2	59.1	59.0	15757	8.33	8.4	4.94
0.43	Ideal	E	VS1	63.0	55.0	1094	4.85	4.87	3.06
0.3	Very Good	G	SI1	59.8	57.0	447	4.32	4.37	2.6
0.32	Premium	D	VVS1	62.0	60.0	910	4.37	4.4	2.72
0.9	Very Good	G	VVS2	62.1	57.0	5653	6.14	6.2	3.84
0.51	Premium	G	VS1	60.2	57.0	1709	5.24	5.2	3.14
1.29	Premium	H	SI1	62.9	59.0	6588	7.0	6.84	4.35
1.52	Good	J	VS2	63.3	56.0	7370	7.27	7.33	4.62
0.9	Very Good	G	VS1	62.3	60.0	4540	6.0	6.08	3.76
0.42	Ideal	D	VVS2	62.1	55.0	1326	4.78	4.81	2.98
0.5	Premium	E	VS1	61.9	59.0	2055	5.1	5.08	3.15
1.18	Ideal	F	VVS1	61.5	55.6	13257	6.79	6.83	4.19
0.93	Good	G	SI1	63.8	58.0	4375	6.14	6.09	3.9
1.31	Good	G	SI2	63.8	56.0	4864	7.03	6.89	4.44
0.3	Ideal	F	VS2	61.8	57.0	776	4.33	4.31	2.67
0.65	Very Good	I	IF	61.0	55.0	2332	5.65	5.73	3.47
1.5	Very Good	I	VVS2	62.0	53.0	10873	7.3	7.34	4.54
0.5	Very Good	E	SI1	62.6	56.0	1222	5.06	5.07	3.17
0.53	Ideal	G	SI1	63.0	54.0	1273	5.18	5.14	3.25
0.4	Ideal	E	VS1	62.6	56.0	1125	4.72	4.67	2.94
0.34	Premium	H	VVS1	61.2	60.0	995	4.5	4.46	2.74
0.7	Good	F	VVS2	63.1	57.0	2940	5.59	5.66	3.55
1.51	Fair	H	SI2	65.4	60.0	6291	7.06	6.96	4.6
0.41	Premium	G	VS1	60.5	57.0	961	4.85	4.81	2.92
0.51	Ideal	G	VVS1	62.3	55.0	2005	5.1	5.14	3.19
0.7	Very Good	F	SI1	61.4	59.0	2312	5.67	5.7	3.49
0.51	Ideal	D	VS1	60.9	57.0	1752	5.17	5.2	3.16
0.34	Premium	F	SI1	59.3	60.0	727	4.58	4.52	2.7
0.35	Good	I	SI1	63.6	56.0	606	4.53	4.5	2.87
0.9	Good	I	VVS2	62.9	61.0	3946	6.1	6.14	3.85
0.72	Premium	D	SI1	62.6	54.0	3048	5.78	5.72	3.6
1.39	Very Good	G	SI2	61.5	62.0	6628	7.09	7.16	4.38
0.7	Ideal	H	VVS1	61.2	57.0	2947	5.69	5.72	3.49
0.9	Premium	J	SI1	60.4	59.0	3141	6.27	6.24	3.78
1.21	Good	J	SI2	61.1	60.8	4824	6.83	6.89	4.18
0.4	Good	J	VS1	63.4	58.0	631	4.61	4.64	2.93
1.02	Very Good	E	SI2	63.1	59.0	4404	6.33	6.39	4.01
0.34	Ideal	E	SI1	62.0	57.0	596	4.46	4.48	2.77
0.73	Ideal	G	VS1	61.7	55.0	2948	5.8	5.84	3.59
0.23	Very Good	F	VVS2	61.6	57.0	583	3.96	3.99	2.45
1.25	Premium	I	SI1	59.7	59.0	5390	7.03	6.97	4.18
0.31	Premium	J	SI1	61.9	59.0	465	4.32	4.28	2.66
0.7	Very Good	G	VS2	61.8	55.0	3026	5.69	5.74	3.53
0.58	Very Good	J	VS2	62.9	58.0	1266	5.3	5.32	3.34
0.71	Very Good	E	SI1	61.3	59.0	2735	5.69	5.73	3.5
0.9	Very Good	H	VS2	63.3	59.0	4082	6.05	6.01	3.82
0.9	Premium	D	SI1	61.7	56.0	3568	6.16	6.09	3.78
0.5	Ideal	F	SI1	61.0	56.0	1286	5.15	5.17	3.15
1.21	Ideal	G	SI2	62.1	57.0	5226	6.8	6.85	4.24
1.2	Very Good	F	VS2	62.9	55.0	8454	6.75	6.8	4.26
0.3	Premium	G	IF	60.2	58.0	956	4.39	4.35	2.63
1.13	Ideal	G	VS1	61.7	54.0	7404	6.77	6.71	4.16
0.71	Fair	F	SI2	60.1	68.0	2327	5.8	5.72	3.46
0.32	Ideal	E	VS2	62.1	55.0	900	4.4	4.36	2.72
0.58	Ideal	E	SI1	60.1	55.0	1742	5.42	5.56	3.3
1.13	Good	G	I1	63.4	58.0	3127	6.58	6.61	4.18
0.39	Ideal	G	IF	61.9	54.0	1101	4.67	4.73	2.91
0.75	Ideal	G	SI1	61.8	55.0	3171	5.81	5.84	3.6
0.41	Premium	G	VS2	61.4	59.0	1061	4.79	4.75	2.93
1.54	Premium	G	SI1	61.0	59.0	12044	7.38	7.43	4.52
1.0	Good	E	SI1	61.1	58.0	6275	6.43	6.41	3.92
0.85	Ideal	E	VS1	63.0	57.0	4189	6.08	5.99	3.8
0.3	Ideal	E	SI1	61.6	54.0	499	4.32	4.35	2.67
1.06	Very Good	G	VS1	63.1	57.0	6663	6.42	6.49	4.07
1.12	Ideal	H	SI1	62.3	56.0	5291	6.7	6.65	4.16
0.32	Good	H	SI2	63.1	56.0	403	4.34	4.37	2.75
0.73	Ideal	F	VVS1	61.8	54.0	3990	5.8	5.78	3.58
1.41	Ideal	J	VS1	61.6	56.0	8275	7.19	7.22	4.44
1.11	Premium	E	VS1	61.2	58.0	8329	6.69	6.65	4.08
1.54	Ideal	H	SI1	61.1	56.0	9391	7.47	7.42	4.56
1.5	Good	H	VS1	63.4	59.0	10256	7.2	7.29	4.59
1.16	Ideal	I	VS2	60.1	62.0	5587	6.83	6.78	4.09
1.57	Very Good	J	SI2	62.1	60.0	6702	7.37	7.41	4.59
0.51	Ideal	G	VS1	62.7	54.0	1781	5.1	5.08	3.19
1.02	Very Good	G	VS2	63.2	57.0	6169	6.41	6.38	4.04
0.32	Very Good	D	VS2	62.5	57.0	758	4.34	4.39	2.73
0.31	Very Good	G	VS1	62.7	54.0	542	4.35	4.36	2.73
0.9	Very Good	G	IF	63.1	58.0	5670	6.18	6.09	3.87
0.7	Very Good	F	VVS2	62.6	59.0	2940	5.6	5.64	3.52
0.33	Ideal	G	VVS1	61.7	55.0	838	4.48	4.5	2.77
0.5	Very Good	E	VS2	61.3	58.0	1624	5.06	5.12	3.12
1.02	Ideal	G	VVS2	61.8	56.0	9286	6.42	6.46	3.98
0.56	Ideal	D	SI1	62.5	56.0	1814	5.26	5.24	3.28
0.43	Premium	F	VVS1	60.3	58.0	1422	4.91	4.88	2.95
1.08	Premium	G	SI2	60.3	58.0	4442	6.72	6.65	4.03
1.5	Good	E	VS2	57.8	63.0	14565	7.58	7.53	4.37
0.9	Premium	H	SI1	62.1	61.0	3387	6.11	6.07	3.78
1.16	Ideal	I	SI2	62.4	55.0	3800	6.76	6.69	4.2
1.0	Very Good	I	SI1	63.1	58.0	4149	6.3	6.35	3.99
0.4	Ideal	J	VVS1	62.4	54.0	704	4.73	4.75	2.96
0.52	Ideal	G	VVS2	61.8	57.0	2012	5.19	5.14	3.19
1.25	Premium	J	VS2	62.0	59.0	5264	6.9	6.87	4.27
1.05	Very Good	H	SI1	63.2	59.0	5072	6.39	6.46	4.06
1.26	Very Good	F	IF	60.0	60.0	14095	7.04	7.09	4.24
0.32	Ideal	F	VS1	61.6	57.0	716	4.39	4.42	2.71
0.38	Ideal	I	VS1	61.5	55.1	703	4.66	4.7	2.88
1.02	Ideal	G	SI1	62.4	55.0	5016	6.43	6.48	4.03
0.34	Ideal	E	VVS1	61.9	56.0	1014	4.47	4.51	2.78
1.02	Ideal	D	SI2	61.4	56.0	4946	6.42	6.57	3.99
0.31	Very Good	G	IF	61.6	55.0	924	4.38	4.42	2.71
0.55	Ideal	J	SI1	60.9	57.0	1100	5.24	5.3	3.21
0.5	Fair	G	SI2	65.6	56.0	1035	4.99	4.92	3.25
0.3	Premium	H	VVS1	62.3	58.0	878	4.32	4.29	2.68
0.71	Fair	J	VS2	64.9	54.0	1435	5.63	5.53	3.62
0.35	Ideal	H	IF	61.9	55.0	984	4.54	4.51	2.8
0.5	Ideal	E	VS1	62.0	58.0	1755	5.09	5.14	3.17
1.02	Very Good	H	SI2	62.6	57.0	4341	6.42	6.46	4.03
0.54	Ideal	G	SI1	62.5	56.0	1314	5.2	5.24	3.26
1.01	Fair	E	SI1	64.7	56.0	5034	6.34	6.27	4.08
1.12	Ideal	G	VS2	62.0	56.0	6652	6.64	6.69	4.13
0.91	Good	F	VS1	63.1	59.0	4502	6.14	6.19	3.89
0.31	Ideal	F	VVS1	62.0	55.0	815	4.33	4.35	2.69
1.26	Ideal	G	VVS1	61.7	56.0	11218	6.96	6.98	4.3
0.82	Ideal	H	SI1	62.4	56.0	2617	6.05	6.0	3.76
0.52	Ideal	G	VVS1	60.6	57.0	2387	5.21	5.26	3.17
0.77	Premium	D	SI1	59.5	60.0	2939	6.01	5.95	3.56
1.1	Ideal	H	SI1	62.5	57.0	4764	6.6	6.56	4.11
1.0	Very Good	H	VS2	59.6	59.0	4978	6.47	6.54	3.88
0.5	Premium	D	SI1	62.2	57.0	1654	5.11	5.08	3.17
0.31	Very Good	F	VS2	58.3	61.0	583	4.44	4.48	2.6
0.31	Ideal	E	VVS2	60.8	56.0	767	4.39	4.42	2.68
0.7	Premium	G	VS2	62.9	62.0	2550	5.63	5.57	3.52
1.6	Very Good	F	SI2	60.5	60.0	8377	7.52	7.55	4.56
0.73	Premium	D	SI2	61.0	61.0	1730	5.81	5.74	3.52
0.52	Very Good	G	VS1	62.2	63.0	1736	5.22	5.13	3.22
1.02	Ideal	E	SI2	62.9	57.0	4798	6.44	6.38	4.03
0.3	Premium	F	SI2	61.3	58.0	506	4.33	4.28	2.64
1.29	Premium	H	SI2	61.0	57.0	5418	7.13	6.95	4.31
0.33	Ideal	D	VVS1	61.0	55.0	1176	4.52	4.47	2.74
0.42	Ideal	D	VS1	61.8	56.0	1132	4.82	4.86	2.99
1.2	Very Good	I	VS2	61.7	59.0	5884	6.83	6.88	4.23
1.51	Very Good	E	SI2	60.6	58.0	8916	7.41	7.43	4.5
0.9	Very Good	G	VS2	63.8	58.0	4400	6.08	6.12	3.89
1.01	Premium	H	SI1	60.6	61.0	4320	6.39	6.35	3.86
0.35	Very Good	E	VS1	59.7	59.0	790	4.59	4.62	2.75
1.2	Very Good	J	SI1	62.5	58.0	5082	6.74	6.79	4.23
1.01	Very Good	J	SI1	63.3	55.0	4133	6.34	6.32	4.01
0.84	Very Good	D	SI1	59.2	59.0	3809	6.18	6.21	3.67
0.41	Ideal	D	SI1	62.6	57.0	791	4.74	4.78	2.98
0.31	Ideal	G	VS1	61.9	55.0	749	4.37	4.36	2.7
2.03	Fair	H	I1	64.4	59.0	6002	7.91	7.85	5.07
0.31	Very Good	F	VS2	61.4	62.0	625	4.32	4.34	2.66
0.55	Ideal	D	VS2	60.2	56.0	2459	5.33	5.38	3.22
0.37	Very Good	I	VVS2	60.9	58.0	714	4.64	4.68	2.84
1.32	Premium	G	SI2	59.2	61.0	4373	7.21	7.14	4.25
0.44	Ideal	D	VS1	61.6	56.0	1235	4.85	4.92	3.01
1.01	Ideal	H	SI1	61.2	58.0	4943	6.42	6.49	3.95
0.53	Ideal	G	VVS1	61.2	55.0	2005	5.19	5.23	3.19
0.31	Good	G	VS1	63.7	56.0	625	4.27	4.3	2.73
0.35	Premium	I	VS2	62.9	57.0	630	4.53	4.5	2.84
0.32	Premium	F	VS2	58.8	62.0	773	4.48	4.43	2.62
1.06	Ideal	I	VS2	62.3	56.0	4530	6.56	6.51	4.07
0.39	Premium	G	VS2	61.2	60.0	1009	4.73	4.68	2.88
0.3	Ideal	D	VS2	62.5	57.0	911	4.29	4.25	2.67
0.57	Premium	G	VS2	62.8	57.0	1728	5.28	5.23	3.3
1.22	Ideal	F	VVS2	61.9	53.0	11730	6.9	6.92	4.28
0.31	Ideal	E	VVS2	61.4	57.0	791	4.37	4.39	2.69
0.31	Ideal	E	VVS2	61.6	56.0	1074	4.39	4.35	2.69
0.41	Premium	J	VS2	61.9	59.0	784	4.74	4.69	2.92
1.23	Premium	F	I1	60.8	59.0	3375	6.96	6.91	4.22
0.33	Premium	G	VVS1	62.1	58.0	868	4.4	4.43	2.74
1.01	Premium	F	SI2	61.7	60.0	4616	6.42	6.36	3.94
0.75	Ideal	E	SI1	62.1	55.0	3170	5.81	5.85	3.62
0.32	Ideal	G	VS1	62.1	55.0	828	4.41	4.38	2.73
0.51	Ideal	F	VVS2	62.6	57.0	2093	5.1	5.13	3.2
0.42	Ideal	F	VVS2	61.6	55.0	1069	4.84	4.87	2.99
0.75	Ideal	H	VVS2	62.0	55.1	2992	5.83	5.85	3.62
0.7	Ideal	F	VVS2	61.7	55.0	4114	5.7	5.74	3.53
0.33	Premium	G	VS1	61.6	60.0	666	4.41	4.46	2.73
0.59	Ideal	D	SI2	62.3	55.0	1572	5.41	5.38	3.36
0.4	Ideal	G	VS2	62.5	54.0	792	4.72	4.75	2.96
1.09	Premium	H	SI2	61.7	60.0	4496	6.57	6.59	4.06
0.9	Premium	I	SI2	60.6	60.0	3001	6.23	6.28	3.79
0.31	Premium	H	VVS2	60.6	60.0	802	4.38	4.34	2.64
0.7	Very Good	H	VS2	61.8	58.0	2042	5.66	5.73	3.52
0.38	Ideal	H	VS1	62.2	53.7	768	4.63	4.68	2.9
0.42	Ideal	E	VS2	61.3	56.0	958	4.81	4.85	2.96
1.04	Very Good	H	VVS2	59.1	60.0	6166	6.6	6.66	3.92
1.1	Ideal	F	VS2	60.0	57.0	6166	6.76	6.71	4.04
0.71	Premium	F	VVS1	60.9	58.0	3604	5.76	5.8	3.52
0.71	Premium	G	IF	62.0	58.0	3642	5.67	5.72	3.53
0.43	Good	F	SI1	63.6	53.0	739	4.79	4.83	3.06
0.26	Very Good	E	VVS1	62.6	59.0	554	4.06	4.09	2.55
0.31	Ideal	H	IF	62.2	54.0	789	4.38	4.4	2.73
0.41	Ideal	G	VS1	61.5	56.0	899	4.77	4.79	2.94
0.38	Ideal	F	VVS1	62.3	54.1	1101	4.63	4.66	2.9
0.34	Ideal	E	SI1	61.4	55.0	765	4.54	4.48	2.77
1.22	Premium	J	SI2	62.2	60.0	4132	6.89	6.77	4.25
0.53	Premium	D	SI1	61.6	59.0	1753	5.2	5.16	3.19
0.75	Very Good	G	SI1	62.1	60.0	2634	5.79	5.83	3.61
0.59	Ideal	D	SI2	62.4	58.0	1419	5.35	5.39	3.35
1.0	Premium	F	SI1	62.5	59.0	5152	6.39	6.34	3.98
0.7	Ideal	G	VVS2	62.1	53.0	2895	5.71	5.75	3.56
0.81	Premium	D	VS1	62.3	58.0	4284	5.94	6.0	3.72
0.24	Very Good	E	VS1	60.1	57.0	378	4.08	4.1	2.46
1.52	Premium	H	SI1	62.5	58.0	10330	7.34	7.28	4.57
1.59	Premium	I	VS2	59.9	60.0	9304	7.57	7.61	4.55
1.1	Ideal	H	SI1	62.7	57.0	5583	6.6	6.63	4.15
0.41	Ideal	G	VVS1	62.1	55.0	1151	4.74	4.79	2.96
0.56	Ideal	D	VS2	61.4	55.0	2066	5.35	5.33	3.28
0.64	Ideal	H	VS2	62.3	54.0	1831	5.52	5.55	3.44
1.05	Ideal	D	SI2	61.9	56.0	5204	6.53	6.5	4.03
1.02	Very Good	E	VS2	62.9	56.0	6752	6.37	6.47	4.04
0.38	Very Good	D	VS2	60.9	58.0	933	4.63	4.67	2.83
1.73	Very Good	H	VS2	59.2	61.0	13102	7.78	7.82	4.62
0.54	Ideal	D	VS2	61.8	57.0	1892	5.22	5.26	3.24
0.52	Ideal	E	VVS2	61.3	56.0	2675	5.18	5.2	3.18
0.7	Premium	G	VS1	61.4	59.0	2535	5.74	5.59	3.51
2.04	Ideal	F	SI2	62.3	57.0	16261	8.05	8.13	5.04
1.24	Premium	I	SI1	58.9	59.0	5972	7.08	7.02	4.15
0.35	Ideal	F	VS2	61.4	54.0	706	4.54	4.58	2.8
0.33	Very Good	H	SI2	63.5	57.0	534	4.39	4.36	2.78
2.0	Ideal	G	SI2	62.2	57.0	11988	8.13	8.0	5.02
0.71	Premium	F	SI2	60.2	60.0	2331	5.8	5.77	3.48
0.36	Ideal	G	VS2	62.3	54.0	579	4.59	4.62	2.87
1.01	Ideal	F	SI2	60.6	57.0	4239	6.49	6.55	3.95
1.01	Good	F	VS2	61.7	58.0	6288	6.3	6.34	3.9
1.17	Fair	I	I1	65.4	62.0	2935	6.68	6.57	4.33
0.9	Very Good	F	SI1	63.1	58.0	3881	6.18	6.12	3.88
0.29	Good	F	SI1	57.4	61.0	545	4.39	4.42	2.53
0.51	Premium	G	SI1	62.4	58.0	1312	5.13	5.07	3.18
0.7	Very Good	E	VS2	61.8	59.0	2845	5.65	5.68	3.5
1.51	Premium	F	VS2	62.1	59.0	13074	7.37	7.26	4.54
1.7	Good	J	VS2	62.4	61.0	9380	7.47	7.53	4.68
0.3	Ideal	G	VVS1	61.7	57.0	684	4.31	4.34	2.67
1.01	Very Good	I	VS2	61.9	61.0	4626	6.36	6.41	3.95
1.34	Ideal	D	SI1	62.2	57.0	8930	7.07	6.95	4.36
0.34	Very Good	E	SI2	63.1	56.0	571	4.51	4.46	2.83
2.02	Premium	I	VS2	61.2	60.0	11059	8.22	8.13	5.0
0.7	Very Good	F	IF	61.5	58.0	3887	5.65	5.7	3.49
